brand,caliber,part_number,stock_quantity,pricing_status,pricing_confidence,recommended_price_eur,price_lower_bound_eur,price_upper_bound_eur,sell_time_display,median_days_to_sell,sell_time_lower_days,sell_time_upper_days,turnover_confidence,turnover_method,evidence_basis,active_evidence_count,historical_evidence_count,total_unique_evidence_count,historical_value_h,current_value_c,demand_index_d,scarcity_score_s,price_trend_p,demand_adjustment_eur,germany_price_eur,us_price_eur,virtual_price_eur,no_recommendation_reason,recommendation_reason,turnover_reason,active_pricing_caveat,canonical_inventory_id,inventory_uid
Rolex,3000,432,1,PRICED,LOW,571.82,486.05,657.59,31-90 days,60.5,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,13,1,14,550.0,395.0,0.8571,0.7143,0.0,10.03,576.82,674.66,571.82,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.71).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3000_432,iuid_6469a31fda1448d7
Rolex,3000,450,1,NO_RECOMMENDATION,LOW,,,,Sell-time estimate unavailable - no price recommendation,,,,LOW,NO_PRICE_RECOMMENDATION,,0,0,0,,,,,,,,,,ONLY_LOW_CONFIDENCE_CANDIDATES,,No client-facing sell-time recommendation is shown because the item does not have a defensible price recommendation.,,rolex_3000_450,iuid_b5a242be3fe24de3
Rolex,3000,5064,1,PRICED,LOW,42.37,25.42,59.32,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,11,0,11,,43.45,0.4286,0.2857,0.0,-0.15,47.37,76.16,42.37,,"Based on active asking prices only (n=15 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.29).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3000_5064,iuid_c59897801cdb481c
Rolex,3000,55001,1,PRICED,LOW,59.07,35.44,82.7,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,11,0,11,,62.4,0.4286,0.0,0.0,-0.21,64.07,95.03,59.07,,"Based on active asking prices only (n=69 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.00).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3000_55001,iuid_28ea27a8877d429f
Rolex,3000,95019,3,PRICED,MEDIUM,41.4,35.19,47.61,0-30 days,7.4,0,30,HIGH,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,31,4,35,35.45,27.74,1.0,0.8571,0.1,1.01,46.4,75.06,41.4,,"Based on historical sold evidence (n=40 sale(s)). Price trend up (+10.0%), scarcity scarce (S=0.86).",Dated item-level sold observations support the exponential hazard estimate.,,rolex_3000_95019,iuid_1fcdab81d4764729
Rolex,3030,3035-315,1,NO_RECOMMENDATION,LOW,,,,Sell-time estimate unavailable - no price recommendation,,,,LOW,NO_PRICE_RECOMMENDATION,,0,0,0,,,,,,,,,,ONLY_LOW_CONFIDENCE_CANDIDATES,,No client-facing sell-time recommendation is shown because the item does not have a defensible price recommendation.,,rolex_3030_3035_315,iuid_f9bc212d1cc64aee
Rolex,3030,315,1,PRICED,MEDIUM,103.07,61.84,144.3,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,10,0,10,,102.78,0.4444,0.5556,0.0,-0.29,108.07,144.77,103.07,,"Based on active asking prices only (n=10 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.56).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3030_315,iuid_a38fe3bae31147c7
Rolex,3030,5016,1,PRICED,MEDIUM,169.65,144.2,195.1,366-730 days,416.1,366,730,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,5,1,6,159.75,111.95,0.9444,0.8889,0.0,3.69,174.65,220.04,169.65,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.89).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3030_5016,iuid_0b6ada7d276944a5
Rolex,3030,5021,2,PRICED,LOW,34.44,20.66,48.22,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,8,0,8,,33.97,0.4444,0.6667,0.0,-0.1,39.44,67.19,34.44,,"Based on active asking prices only (n=8 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity scarce (S=0.67).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3030_5021,iuid_f8a36424e53a4c46
Rolex,3030,5026,5,PRICED,LOW,44.16,26.5,61.82,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,13,0,13,,46.61,0.4444,0.0,0.0,-0.12,49.16,78.17,44.16,,"Based on active asking prices only (n=21 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.00).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3030_5026,iuid_0470868be6b9405e
Rolex,3030,5027,4,PRICED,LOW,45.59,27.35,63.83,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,14,0,14,,46.76,0.4444,0.2778,0.0,-0.13,50.59,79.8,45.59,,"Based on active asking prices only (n=14 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.28).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3030_5027,iuid_d335edb356eb407e
Rolex,3030,5036,9,PRICED,LOW,73.54,62.51,84.57,31-90 days,64.9,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,9,1,10,70.0,48.54,0.9444,0.7778,0.0,1.6,78.54,111.4,73.54,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.78).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3030_5036,iuid_d6349b308d274838
Rolex,3030,5042,3,PRICED,LOW,28.78,17.27,40.29,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,11,0,11,,29.02,0.4444,0.4444,0.0,-0.08,33.78,60.79,28.78,,"Based on active asking prices only (n=11 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.44).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3030_5042,iuid_e1634186d3914c37
Rolex,3030,5065,1,PRICED,LOW,47.72,28.63,66.81,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,10,0,10,,48.94,0.4444,0.2778,0.0,-0.13,52.72,82.2,47.72,,"Based on active asking prices only (n=14 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.28).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3030_5065,iuid_a92f5be29bac467a
Rolex,3030,5068,1,NO_RECOMMENDATION,LOW,,,,Sell-time estimate unavailable - no price recommendation,,,,LOW,NO_PRICE_RECOMMENDATION,,0,0,0,,,,,,,,,,ONLY_LOW_CONFIDENCE_CANDIDATES,,No client-facing sell-time recommendation is shown because the item does not have a defensible price recommendation.,,rolex_3030_5068,iuid_2880417249df4fa7
Rolex,3030,5069,7,PRICED,LOW,39.99,23.99,55.99,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,19,0,19,,41.72,0.4444,0.1111,0.0,-0.11,44.99,73.47,39.99,,"Based on active asking prices only (n=19 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.11).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3030_5069,iuid_ae536e776c7f43f3
Rolex,3035,5006,2,PRICED,LOW,67.08,57.02,77.14,31-90 days,55.6,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,7,1,8,64.9,55.47,0.371,0.9032,0.0,-0.44,72.08,104.09,67.08,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.90).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5006,iuid_768ce7215de74526
Rolex,3035,5007,3,PRICED,LOW,36.13,21.68,50.58,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,28,0,28,,38.13,0.1774,0.129,0.0,-0.59,41.13,69.1,36.13,,"Based on active asking prices only (n=28 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.13).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_5007,iuid_3db9993b44494f0d
Rolex,3035,5009,8,PRICED,LOW,41.44,35.22,47.66,0-30 days,21.0,0,30,HIGH,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,38,3,41,35.77,40.21,0.871,0.8387,0.1,0.75,46.44,75.1,41.44,,"Based on historical sold evidence (n=15 sale(s)). Price trend up (+10.0%), scarcity scarce (S=0.84).",Dated item-level sold observations support the exponential hazard estimate.,,rolex_3035_5009,iuid_39ac26e6237d4617
Rolex,3035,5014,11,PRICED,MEDIUM,40.51,34.43,46.59,31-90 days,35.8,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,57,2,59,40.74,41.6,0.6129,0.3871,0.0,0.23,45.51,74.06,40.51,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.39).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5014,iuid_b6cc0be8e9354d5e
Rolex,3035,5019,1,PRICED,MEDIUM,417.82,355.15,480.49,31-90 days,59.5,31,90,HIGH,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,31,5,36,395.54,294.67,0.871,0.871,0.0,7.61,422.82,500.57,417.82,,"Based on historical sold evidence (n=25 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.87).",Dated item-level sold observations support the exponential hazard estimate.,,rolex_3035_5019,iuid_326129fab4354763
Rolex,3035,5021,3,PRICED,MEDIUM,55.25,46.96,63.54,31-90 days,46.8,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,26,2,28,54.94,38.42,0.4516,0.5806,0.0,-0.13,60.25,90.72,55.25,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.58).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5021,iuid_d21d6c6a323f43b0
Rolex,3035,5026,8,PRICED,MEDIUM,82.85,70.42,95.28,91-183 days,107.0,91,183,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,62,2,64,84.15,45.42,0.6129,0.2903,0.0,0.47,87.85,121.92,82.85,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity oversupplied (S=0.29).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5026,iuid_6c7870004139469b
Rolex,3035,5028,9,PRICED,LOW,53.48,45.46,61.5,31-90 days,80.1,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,36,1,37,52.59,46.09,0.6129,0.6129,0.0,0.3,58.48,88.71,53.48,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.61).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5028,iuid_41d927aa5f664017
Rolex,3035,5031,7,PRICED,MEDIUM,38.26,32.52,44.0,0-30 days,24.1,0,30,HIGH,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,41,4,45,33.61,33.98,0.7742,0.7097,0.1,0.52,43.26,71.51,38.26,,"Based on historical sold evidence (n=20 sale(s)). Price trend up (+10.0%), scarcity scarce (S=0.71).",Dated item-level sold observations support the exponential hazard estimate.,,rolex_3035_5031,iuid_92bd85cb68ff46c2
Rolex,3035,5033,6,PRICED,MEDIUM,46.38,39.42,53.34,31-90 days,46.0,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,59,2,61,46.95,36.02,0.6129,0.3226,0.0,0.26,51.38,80.69,46.38,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity oversupplied (S=0.32).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5033,iuid_4eecd69511664339
Rolex,3035,5037,11,PRICED,LOW,49.88,29.93,69.83,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,29,0,29,,53.01,0.1774,0.0645,0.0,-0.82,54.88,84.65,49.88,,"Based on active asking prices only (n=41 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.06).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_5037,iuid_fc0eb64d6db54513
Rolex,3035,5038,11,PRICED,LOW,51.44,43.72,59.16,31-90 days,66.6,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,45,1,46,51.98,55.66,0.4516,0.4194,0.0,-0.12,56.44,86.41,51.44,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.42).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5038,iuid_45849b20e68f4dd1
Rolex,3035,5043,5,PRICED,MEDIUM,38.51,32.73,44.29,31-90 days,32.1,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,54,2,56,39.17,28.42,0.4516,0.3548,0.0,-0.09,43.51,71.8,38.51,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.35).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5043,iuid_857ab949d2d447bd
Rolex,3035,5045,4,PRICED,LOW,37.07,22.24,51.9,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,35,0,35,,39.52,0.1774,0.0323,0.0,-0.61,42.07,70.16,37.07,,"Based on active asking prices only (n=59 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.03).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_5045,iuid_63dce234e2eb4dd5
Rolex,3035,5046,9,PRICED,LOW,42.22,35.89,48.55,0-30 days,18.2,0,30,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,35,1,36,40.47,47.15,0.7742,0.7903,0.0,0.57,47.22,75.99,42.22,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.79).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5046,iuid_08d051d0ab4c4f5b
Rolex,3035,5064,2,PRICED,MEDIUM,29.54,25.11,33.97,0-30 days,13.0,0,30,HIGH,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,55,4,59,30.26,34.67,0.871,0.4839,-0.0399,0.54,34.54,61.66,29.54,,"Based on historical sold evidence (n=20 sale(s)). Price trend down (-4.0%), scarcity balanced (S=0.48).",Dated item-level sold observations support the exponential hazard estimate.,,rolex_3035_5064,iuid_fb2cf5713d6d4d40
Rolex,3035,5067,2,PRICED,LOW,73.1,43.86,102.34,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,15,0,15,,76.27,0.1774,0.2419,0.0,-1.2,78.1,110.89,73.1,,"Based on active asking prices only (n=15 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.24).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_5067,iuid_74d229f6419645a8
Rolex,3035,5068,19,PRICED,HIGH,102.75,87.34,118.16,0-30 days,5.8,0,30,HIGH,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,43,6,49,91.67,86.03,1.0,0.9677,0.0447,2.51,107.75,144.41,102.75,,"Based on historical sold evidence (n=35 sale(s)). Price trend up (+4.5%), scarcity scarce (S=0.97).",Dated item-level sold observations support the exponential hazard estimate.,,rolex_3035_5068,iuid_2426e8921a4d4556
Rolex,3035,5090,16,PRICED,LOW,57.33,48.73,65.93,0-30 days,22.9,0,30,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,39,1,40,56.73,39.5,0.6129,0.5484,0.0,0.32,62.33,93.07,57.33,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.55).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5090,iuid_9bff96aade17460f
Rolex,3035,5092,5,PRICED,MEDIUM,33.72,20.23,47.21,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,23,0,23,,35.47,0.1774,0.1613,0.0,-0.55,38.72,66.38,33.72,,"Based on active asking prices only (n=23 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.16).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_5092,iuid_58e40c61252f43f7
Rolex,3035,5093,1,PRICED,MEDIUM,22.93,19.49,26.37,0-30 days,21.5,0,30,HIGH,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,30,3,33,22.88,30.04,0.6129,0.7419,-0.0272,0.13,27.93,54.18,22.93,,"Based on historical sold evidence (n=15 sale(s)). Price trend down (-2.7%), scarcity scarce (S=0.74).",Dated item-level sold observations support the exponential hazard estimate.,,rolex_3035_5093,iuid_09cadd0cc8394211
Rolex,3035,5097,12,PRICED,LOW,71.09,60.43,81.75,0-30 days,22.8,0,30,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,35,1,36,68.15,41.6,0.7742,0.7903,0.0,0.96,76.09,108.62,71.09,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.79).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5097,iuid_30e3ee9b8619460f
Rolex,3035,5098,2,PRICED,LOW,225.95,192.06,259.84,184-365 days,317.8,184,365,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,6,1,7,217.93,116.13,0.371,0.9355,0.0,-1.47,230.95,283.68,225.95,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.94).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_5098,iuid_93ffbd6335e14831
Rolex,3035,5100,2,PRICED,LOW,13.76,8.26,19.26,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,2,0,2,,13.74,0.1774,0.6774,0.0,-0.23,18.76,43.81,13.76,,"Based on active asking prices only (n=2 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity scarce (S=0.68).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_5100,iuid_2ac4127952e1471b
Rolex,3035,55033,1,PRICED,LOW,16.53,9.92,23.14,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,7,0,7,,17.33,0.1774,0.1935,0.0,-0.27,21.53,46.95,16.53,,"Based on active asking prices only (n=21 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.19).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_55033,iuid_5107c5a724f84a5a
Rolex,3035,95008,5,PRICED,MEDIUM,51.21,43.53,58.89,0-30 days,10.6,0,30,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,19,2,21,50.0,37.92,0.9516,0.5161,0.0,1.13,56.21,86.15,51.21,,"Based on historical sold evidence (n=30 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.52).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_95008,iuid_0f96c28e115d4b9e
Rolex,3035,95008-1,1,PRICED,LOW,50.04,42.53,57.55,0-30 days,21.0,0,30,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,11,1,12,50.0,38.82,0.6129,0.4516,0.0,0.28,55.04,84.83,50.04,,"Based on historical sold evidence (n=15 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.45).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_95008_1,iuid_2ef150705782435d
Rolex,3035,95011,12,PRICED,LOW,62.19,37.31,87.07,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,11,0,11,,65.87,0.1774,0.0968,0.0,-1.02,67.19,98.57,62.19,,"Based on active asking prices only (n=33 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.10).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_95011,iuid_29db3eb6878e43ec
Rolex,3035,95016,1,PRICED,LOW,68.3,40.98,95.62,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,5,0,5,,71.26,0.1774,0.2419,0.0,-1.12,73.3,105.47,68.3,,"Based on active asking prices only (n=15 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.24).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_95016,iuid_0c9a8b4303b04bd4
Rolex,3035,95019-3,4,PRICED,MEDIUM,36.4,30.94,41.86,0-30 days,9.7,0,30,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,24,2,26,38.99,31.2,0.9516,0.6452,-0.1,0.8,41.4,69.41,36.4,,"Based on historical sold evidence (n=30 sale(s)). Price trend down (-10.0%), scarcity balanced (S=0.65).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3035_95019_3,iuid_a754f86f7180460b
Rolex,3035,95063-1,13,PRICED,LOW,35.63,21.38,49.88,0-30 days,25.5,0,30,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,23,0,23,,38.13,0.1774,0.0,0.0,-0.58,40.63,68.54,35.63,,"Based on active asking prices only (n=81 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.00).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3035_95063_1,iuid_989ec548a0d24077
Rolex,3055,5120,8,PRICED,MEDIUM,68.64,58.34,78.94,0-30 days,19.7,0,30,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,18,2,20,65.33,78.87,0.9286,0.7857,0.0,1.44,73.64,105.85,68.64,,"Based on historical sold evidence (n=15 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.79).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3055_5120,iuid_5e8c0d0e29a64151
Rolex,3055,5122,4,PRICED,LOW,37.06,22.24,51.88,31-90 days,51.6,31,90,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,22,0,22,,39.57,0.2143,0.0,0.0,-0.54,42.06,70.15,37.06,,"Based on active asking prices only (n=22 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.00).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3055_5122,iuid_5ad5186cbbd540ce
Rolex,3055,5127,2,PRICED,MEDIUM,64.65,54.95,74.35,31-90 days,49.8,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,25,2,27,64.65,58.93,0.6429,0.4286,0.0,0.46,69.65,101.34,64.65,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.43).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3055_5127,iuid_7a7ae300906c4b86
Rolex,3055,5128,3,PRICED,LOW,49.62,42.18,57.06,91-183 days,96.0,91,183,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,19,1,20,50.89,93.6,0.4286,0.2857,0.0,-0.18,54.62,84.35,49.62,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity oversupplied (S=0.29).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3055_5128,iuid_1ce77ef52dfb4860
Rolex,3055,5131,3,PRICED,MEDIUM,66.12,56.2,76.04,31-90 days,67.5,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,18,2,20,62.93,84.66,0.9286,0.7857,0.0,1.39,71.12,103.0,66.12,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.79).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_3055_5131,iuid_79b9a45c7c994c87
Rolex,3055,5133,2,PRICED,LOW,85.68,51.41,119.95,31-90 days,51.6,31,90,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,9,0,9,,90.14,0.2143,0.1429,0.0,-1.24,90.68,125.12,85.68,,"Based on active asking prices only (n=9 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.14).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_3055_5133,iuid_80beaa2c15a34226
